0.35,-0.16,-0.36,-0.86,-0.29,0.03,-0.22,0.04,0.7,0.76,-0.96,0.27,-0.21,0.04,0.07,-0.78,-0.01,-0.46,-0.14,0.06,-0.24,-0.98,0.25,0.15,-0.85,0.31,-0.84,-0.09,-0.79,0.54,-0.79,0.74,0.43,-0.48,-0.11,-0.21,0.43,0.08,-0.89,-0.55,-0.39,-0.6,0.11,-0.68,-0.14,-0.41,-0.09,0.92,0.76,0.64|
-0.5,0.03,-0.99,-0.14,-0.56,0.39,0.74,-0.45,-0.27,0.2,-0.6,0.38,-0.14,0.22,0.95,-0.13,0.88,0.48,-0.7,-0.36,-0.57,-0.36,-0.02,0.16,0.62,0.04,-0.27,-0.42,0.6,0.62,-0.12,0.44,0.36,-0.88,0.01,0.59,0.19,-0.94,-0.58,-0.32,-0.53,-0.26,0.03,-0.47,0.57,-0.17,0.42,0.4,-0.99,0.96|
-0.95,-0.53,0.34,-0.58,0.57,0.52,-0.16,0.03,-0.86,0.04,-0.57,-0.59,0.97,0.12,0.03,0.56,-0.33,-0.91,0.6,0.87,0.26,0.42,0.57,-0.91,-0.13,-0.51,-0.11,-0.15,0.41,0.08,0.6,-0.44,-0.14,-0.18,-0.17,-0.33,1.0,-0.77,-0.12,0.57,-0.4,-0.16,-0.55,0.09,-0.59,0.81,-0.74,0.87,-0.18,-0.61|
0.33,0.84,0.62,-0.69,-0.83,0.58,-0.67,0.93,0.09,-0.97,0.87,0.59,0.97,0.87,0.85,0.54,0.09,-0.63,0.44,0.46,-0.78,0.9,0.11,0.81,0.7,-0.17,0.31,-0.16,-0.26,-0.56,0.19,0.68,0.47,0.48,-0.29,-0.33,0.24,0.27,-0.23,-0.01,0.45,0.54,-0.01,0.04,0.02,-0.04,-0.85,-0.15,0.99,-0.09|
0.79,0.01,-0.36,0.56,-0.36,-0.49,-0.02,0.5,0.88,0.72,-0.59,-0.88,-0.95,0.14,-0.83,-0.39,0.11,0.68,0.96,-0.63,-0.38,0.97,0.68,-0.89,0.17,0.89,-0.54,0.74,0.57,-0.62,0.9,0.31,-0.85,-0.03,0.49,0.4,-0.75,0.58,0.48,1.0,-0.3,-0.33,0.31,0.11,0.87,0.74,-0.17,0.91,0.67,0.88|
-0.24,-0.75,-0.9,-0.25,-0.49,-0.06,-0.63,0.63,-0.92,-0.33,0.57,-0.51,0.77,0.02,0.19,-0.6,0.68,0.07,-0.08,0.67,-0.35,0.5,0.47,0.48,0.98,0.57,0.99,0.76,0.17,0.4,0.22,-0.64,0.43,0.94,-0.66,0.13,-0.25,0.0,0.58,0.06,-0.44,-0.23,-0.91,0.49,-0.74,-0.62,-0.15,0.84,0.19,0.78|
0.8,0.19,-0.67,-1.0,-0.66,-0.94,0.77,-0.02,-0.15,0.67,-0.32,-0.18,0.96,0.46,-0.4,-0.39,0.37,0.55,0.2,-0.79,0.4,0.29,-0.67,-0.72,0.45,-0.9,-0.75,-0.77,0.32,0.31,-0.62,0.24,0.97,0.01,-0.67,-0.59,-0.33,-0.68,-0.65,0.35,1.0,0.86,-0.64,-0.89,0.28,-0.5,-0.81,-0.35,-0.05,0.48|
-0.54,-0.07,0.95,-0.18,0.01,-0.33,-0.72,0.9,0.3,0.72,0.69,-0.35,-0.19,0.77,-0.39,0.89,-0.81,0.46,-0.99,-0.88,-0.85,0.7,-0.06,0.9,0.81,0.49,-0.98,-0.07,0.31,0.27,-0.92,0.11,0.64,-0.1,-0.01,0.2,-0.22,-0.8,0.67,-0.21,-0.13,0.6,0.52,-0.06,0.28,-0.63,1.0,0.29,0.19,0.15|
-0.62,-0.54,0.97,0.28,-0.71,0.13,0.77,-1.0,0.52,0.87,0.57,-0.47,0.48,0.07,-0.1,-0.32,0.22,-0.35,-0.24,0.23,-0.1,-0.76,0.26,0.76,0.06,-0.49,-0.23,0.69,0.57,0.28,0.96,1.0,0.04,0.72,-0.32,-0.05,-0.24,-0.47,0.85,-0.94,-0.71,-0.01,0.34,-0.96,0.84,-0.56,0.1,0.45,0.86,0.82|
0.92,-0.03,-0.95,-0.89,0.18,-0.72,0.91,-0.85,-0.18,-0.34,0.32,-0.03,-0.46,-0.51,0.5,0.02,-0.26,0.78,-0.77,0.36,0.72,0.56,-0.48,0.2,0.97,-0.75,0.99,0.95,0.72,0.47,0.83,-0.78,0.18,-0.88,0.26,-0.04,-0.41,-0.44,0.94,-0.49,0.15,0.39,0.85,-0.09,-0.56,0.94,0.31,0.42,0.61,-0.69|
-0.3,0.15,0.61,0.87,0.08,-0.92,0.21,-0.01,0.84,0.06,-0.05,0.24,0.48,-0.18,-0.82,0.45,0.47,-0.12,-0.63,0.82,0.93,0.32,-0.33,-0.23,-0.49,-0.18,0.32,0.73,0.34,0.08,-0.15,0.51,-0.27,0.17,-0.96,-0.95,0.34,-0.59,0.83,0.47,0.83,0.2,0.04,0.9,-0.45,1.0,0.13,-0.39,0.92,-0.87|
0.1,0.63,0.94,0.65,0.58,0.94,-0.16,0.8,0.47,-0.22,0.2,-0.06,0.0,-0.14,0.88,0.09,-0.1,0.42,0.95,0.68,0.48,0.8,0.41,-0.78,0.08,0.2,0.52,-0.05,0.74,-0.47,-0.45,-0.78,-0.3,0.9,0.45,0.5,-0.65,-0.67,-0.7,0.9,-0.43,-0.73,0.41,0.67,0.6,0.09,-0.05,0.09,0.91,0.59|
0.11,0.82,-0.09,-0.76,-0.44,-0.06,-0.66,1.0,0.46,0.1,-0.42,0.22,-0.65,-0.67,0.27,0.85,0.23,0.94,0.04,-0.31,-0.32,0.27,-0.49,-0.21,-0.39,0.55,-0.89,0.08,-0.63,-0.93,-0.85,0.18,0.33,-0.36,0.74,-0.17,-0.29,0.98,0.1,-0.99,-0.61,0.56,0.18,0.26,0.48,-0.23,0.63,0.91,0.65,-0.19|
0.49,-0.38,-0.05,0.09,-0.5,0.17,-0.39,0.95,-0.37,-0.29,0.59,-0.57,-0.39,0.78,-0.6,-0.38,0.38,0.18,-0.8,0.34,-0.52,-0.36,-0.13,-0.4,0.33,0.79,-0.96,0.42,-0.52,0.11,0.46,-0.36,0.24,0.25,0.57,-0.65,0.95,0.69,-0.18,0.13,0.44,0.56,-0.32,-0.78,-0.05,0.67,0.11,0.41,0.3,-0.92|
0.58,0.11,-0.48,0.48,-0.39,-0.72,0.59,-0.32,-0.78,-0.43,-0.57,-0.17,0.15,-0.41,0.52,-0.99,-0.88,-0.68,0.65,0.41,-0.36,0.61,-0.21,-0.73,-0.38,-0.03,-0.88,-0.68,-0.19,-0.83,0.84,-0.39,0.5,-0.7,-0.23,-0.36,0.71,-0.76,0.73,-0.55,0.24,0.78,-0.39,0.37,-0.2,0.31,0.06,-0.1,0.11,0.93|
0.88,-0.93,0.19,0.56,-0.55,0.3,-0.53,0.47,-0.89,-0.21,-0.05,-0.26,0.75,0.53,-0.05,0.61,-0.95,-0.98,-0.95,0.82,0.15,-0.64,-0.14,0.58,0.04,0.12,0.61,0.51,0.82,0.24,0.26,0.27,-0.81,0.63,-0.77,-0.49,0.61,0.24,0.47,0.53,-0.62,-0.28,0.16,-0.16,0.52,-0.48,-0.73,0.12,0.46,-0.75|
-0.84,0.62,0.28,0.48,-0.09,-0.21,-0.42,-0.08,0.64,0.01,0.45,0.52,0.09,0.92,-0.67,-0.27,-0.55,-0.89,-0.41,-0.61,0.5,0.6,0.36,-0.36,-0.25,0.51,-0.54,0.1,-0.47,0.47,-0.78,-0.4,-0.2,0.43,-0.88,0.13,-0.06,-0.82,-0.25,0.37,-0.5,-0.2,-0.82,0.75,0.28,0.28,0.23,0.53,0.48,-0.95|
-0.1,-0.62,-0.87,0.47,0.35,-0.37,0.42,-0.44,-0.03,0.59,-0.86,-0.99,-0.61,-0.38,-0.14,-0.94,-0.8,-0.04,0.78,-0.09,-0.64,-0.79,-0.05,-0.6,0.87,0.09,-0.05,0.29,-0.22,-0.19,0.64,-0.08,0.84,0.79,0.26,0.26,-0.78,-0.19,0.34,0.39,-0.59,-0.34,-0.26,-0.4,0.65,0.35,0.87,0.98,0.58,-0.7|
-0.49,0.53,0.77,-0.22,-0.86,-0.47,0.58,-0.67,0.56,0.3,-0.31,0.53,0.7,-0.94,0.52,0.38,0.85,0.77,0.01,0.86,0.83,0.15,-0.64,0.86,0.18,-0.67,0.95,-0.55,0.36,-0.89,-0.78,0.46,-0.73,0.62,0.53,0.46,-0.27,0.25,0.79,-0.6,0.48,0.69,0.92,0.31,-0.03,-0.95,-0.45,0.05,0.93,0.28|
-0.12,-0.46,0.61,-0.24,0.32,-0.6,0.69,0.68,-0.75,-0.08,-0.65,0.35,0.82,0.19,-0.42,-0.3,0.85,0.13,0.53,-0.25,-0.79,-0.55,0.64,0.03,-0.46,-0.42,0.76,0.57,0.0,0.05,-0.53,-0.96,-0.89,-0.88,0.84,-0.31,-0.25,0.2,0.78,0.68,0.61,-0.41,0.1,0.73,-0.07,0.33,-0.74,0.53,-0.94,0.17|
-0.27,0.73,-0.66,0.51,-0.58,-0.32,-0.36,-0.4,-0.18,-0.31,0.7,-0.35,-0.95,0.76,0.06,0.42,0.05,-0.07,-0.15,0.74,-0.31,-0.82,-0.61,0.42,-0.13,-0.39,0.25,-0.29,-0.91,-0.3,-0.06,0.65,-0.11,0.12,0.41,-0.79,-0.06,-0.01,0.6,0.78,0.69,-0.24,0.09,0.41,0.03,0.89,-0.17,-0.6,-0.85,-0.04|
-0.1,-0.18,0.91,0.76,-0.49,0.53,0.43,0.77,-0.94,-0.23,0.4,0.45,0.23,-0.62,-0.87,-0.28,-0.88,-0.36,0.64,-0.63,-0.67,-0.99,0.09,-0.19,0.92,0.64,-0.79,-0.02,-0.66,0.4,0.98,0.11,-0.01,0.06,-0.32,-0.96,0.83,0.29,0.2,-0.2,0.06,0.45,0.0,0.66,-0.83,-0.66,-0.15,-0.2,-0.83,0.6|
-0.46,-0.3,-0.43,0.06,0.86,-0.72,0.49,0.72,0.75,-0.8,-0.02,0.11,0.12,-0.05,-0.4,-0.3,0.78,-0.22,0.75,-0.12,-0.84,0.54,-0.73,0.92,0.85,0.36,0.19,-0.36,-0.26,-0.62,-0.71,0.03,-0.35,-0.91,-0.46,-0.89,0.49,-0.79,0.07,-0.52,-0.37,-0.08,-0.75,0.84,0.75,-0.42,-0.63,0.36,0.37,-0.05|
-0.88,0.37,0.11,-0.85,-0.2,-0.89,-0.9,0.65,0.33,-0.57,-0.53,0.2,-0.69,-0.72,-0.3,0.94,-0.15,0.37,-0.83,0.51,-0.28,0.91,0.96,-0.49,-0.17,-0.96,-0.85,-0.45,-0.3,-0.48,-0.08,-0.94,0.9,-0.56,0.06,0.88,-0.79,0.94,-0.85,0.35,-0.82,-0.17,-0.51,0.89,0.12,0.55,-0.81,0.37,0.28,0.56|
-0.93,0.74,-0.91,0.4,-0.95,0.52,-0.62,-0.82,0.82,0.21,-0.71,0.93,-0.31,0.99,0.27,0.94,0.2,-0.36,0.33,-0.63,-0.55,0.72,0.32,-0.25,0.71,0.69,-0.05,0.8,0.81,-0.64,-0.95,-0.34,-0.76,0.36,0.36,0.46,-0.93,-0.7,-0.71,0.34,0.29,0.59,-0.68,-0.69,0.14,-0.32,0.31,-0.2,0.71,-0.45|
-0.86,0.58,-0.79,-0.65,0.7,-0.93,-0.47,0.97,0.28,-0.44,-0.89,-0.66,0.54,0.22,-0.03,0.91,-0.8,-0.21,-0.67,0.47,-0.26,-0.52,-0.98,0.63,-0.37,-0.27,-0.65,0.76,-0.86,-0.98,0.5,0.74,0.8,0.8,-0.21,0.2,-0.21,0.07,0.22,0.99,-0.01,-0.21,-0.89,-0.73,0.46,0.45,0.7,-0.1,-0.44,-0.51|
-0.49,-0.35,-0.69,0.72,-0.45,-0.18,0.16,0.34,0.74,-0.36,-0.17,-0.22,0.47,-0.23,0.69,0.03,0.03,0.84,0.04,0.29,-0.38,0.39,-0.32,0.22,-0.87,-0.67,0.6,-0.61,-0.54,0.62,0.47,-0.95,-0.09,-0.64,0.03,-0.53,-0.76,-0.51,-0.37,0.7,0.26,0.98,0.38,0.31,0.62,-0.69,-0.99,-0.03,0.93,-0.07|
0.55,0.06,0.8,0.19,-0.75,-0.5,0.08,0.33,0.6,-0.98,0.25,-0.39,-0.38,0.19,-0.33,-0.2,-0.29,-0.52,-0.19,0.96,-0.02,-0.64,-0.75,-0.8,0.53,0.47,0.15,-0.22,-0.4,0.19,-0.68,-0.92,0.16,-0.81,-0.16,0.63,-0.15,0.06,0.04,-0.65,-0.26,0.71,0.81,0.79,-0.51,-0.4,-0.69,0.43,-0.46,-0.54|
0.02,0.84,0.61,-0.23,0.37,0.68,0.87,-0.24,0.74,0.39,0.09,0.63,-0.71,-0.09,0.26,-0.24,0.1,-0.13,0.53,0.6,-0.43,0.31,0.68,-0.63,0.07,-0.6,-0.49,-0.8,0.39,-0.59,-0.24,0.7,0.14,-0.8,-0.56,0.96,-0.96,0.67,-0.96,-0.61,-0.2,0.49,-0.13,-0.01,-0.06,-0.6,-0.27,0.44,0.43,-0.24|
-0.6,0.97,0.97,0.47,0.44,0.77,0.71,-0.7,0.64,0.06,0.14,-0.26,0.07,0.95,0.31,-0.18,0.41,-0.14,0.7,0.62,0.7,-0.75,0.86,-0.53,-0.83,0.68,-0.55,0.5,-0.76,0.6,-0.1,0.91,0.32,-0.81,-0.36,-0.36,0.83,0.96,-0.81,-0.03,-0.18,0.08,-0.92,0.18,0.66,0.58,0.67,0.22,0.35,0.31|
0.14,-0.62,0.59,-0.44,-0.82,0.83,0.98,-0.6,0.56,0.82,0.25,-0.62,0.68,-0.85,-0.98,-0.28,-0.75,-0.75,0.9,-0.49,0.06,-0.49,-0.38,0.59,0.65,0.78,0.91,0.1,-0.22,-0.63,0.97,-0.65,-0.88,0.88,-0.54,-0.44,0.17,0.27,-0.41,0.57,-0.14,0.94,0.82,0.76,-0.52,0.09,0.87,0.53,0.76,-0.05|
0.57,-0.89,0.24,0.25,0.76,0.73,-0.42,1.0,0.89,0.88,0.55,-0.24,-0.16,-0.48,-0.61,0.04,0.2,-0.49,-0.59,-0.6,-0.29,-0.19,-0.39,-0.04,0.0,-0.69,0.22,-0.26,0.38,0.87,-0.43,0.06,-0.61,-0.37,0.13,0.82,-0.49,-0.85,0.71,-0.17,0.27,0.65,0.24,-0.43,-0.44,0.03,-0.53,0.32,0.0,-0.55|
-0.13,0.31,-0.37,0.02,-0.94,0.64,0.49,0.83,0.0,-0.63,0.81,0.69,0.26,-1.0,-0.16,0.39,-0.61,-0.74,0.37,-0.38,0.26,-0.27,-0.39,-0.44,0.92,-0.77,-0.8,-0.99,0.43,0.65,0.96,0.38,-0.35,0.5,-0.81,-0.33,-0.96,0.76,-0.18,-0.95,0.4,-0.2,0.86,0.57,0.67,-0.69,-0.33,-0.24,-0.05,0.84|
0.18,-0.96,0.97,-0.32,-0.4,-0.49,0.84,-0.5,0.07,-0.31,0.51,-0.45,0.35,0.27,0.9,0.16,0.5,0.32,-0.2,0.68,0.88,-0.3,-0.29,0.49,0.25,-0.27,0.3,-0.43,-0.91,-0.4,0.36,0.94,-0.71,0.99,-0.84,-0.42,0.19,0.39,-0.95,-0.83,0.14,0.43,-0.18,-0.52,-0.19,0.83,-0.58,0.28,-0.26,-0.23|
-0.43,-0.08,-0.12,-0.79,0.12,-0.13,-0.35,-0.97,0.01,0.85,-0.22,-0.46,0.11,0.56,-0.95,0.52,0.71,-0.92,-0.76,0.54,0.06,-0.51,-0.69,0.04,0.09,-0.86,0.0,0.1,0.64,0.77,-0.77,-0.81,0.63,0.71,0.38,-0.79,-0.7,-0.71,0.98,0.72,-0.9,-0.05,-0.79,-0.62,0.28,-0.89,0.77,0.67,0.17,-0.34|
0.85,0.7,0.16,0.94,0.13,0.51,0.16,0.53,-0.36,0.34,0.84,0.07,-0.49,-0.63,-0.12,-0.25,-1.0,0.29,-0.97,-0.15,0.84,0.76,-0.41,0.02,-0.32,-0.89,-1.0,-0.49,-0.38,0.64,-0.85,-0.13,-0.89,0.81,-0.41,0.21,-0.3,0.23,0.25,0.3,-0.73,0.39,-0.26,-0.32,-0.32,-0.43,-0.75,0.05,0.79,0.1|
0.68,-0.14,0.85,-0.87,0.49,-0.2,0.28,-0.94,0.82,-0.49,0.75,-0.04,-0.11,-0.92,-0.11,0.58,0.55,0.74,-0.22,-0.71,0.09,-0.93,0.52,-0.86,0.29,-0.03,-0.28,0.89,0.24,-0.87,0.73,0.0,-0.46,-0.55,-0.92,0.45,0.7,0.84,-0.93,0.7,-0.54,-0.65,-0.06,0.42,-0.34,0.38,0.14,0.08,-0.99,0.29|
0.14,0.77,-0.94,0.0,0.71,0.9,-0.19,0.74,0.02,-0.82,-0.11,0.57,0.45,-0.63,0.78,0.58,1.0,0.57,-0.38,0.82,-0.52,0.08,0.62,-0.17,-0.2,-0.14,0.38,0.0,0.33,0.91,-0.75,-0.81,0.51,-0.29,0.06,0.77,-0.41,-0.52,-0.88,0.09,-0.54,-0.1,-0.49,-0.86,-0.01,-0.8,0.25,-0.81,0.82,-0.98|
0.75,0.79,-0.18,-0.47,0.79,0.19,-0.06,0.6,-0.5,0.94,-0.39,0.29,-0.05,0.73,-0.36,0.25,0.73,0.03,-0.18,0.02,0.31,-0.17,-0.1,0.28,0.07,-0.59,0.6,-0.82,0.81,0.09,-0.46,-0.31,0.95,0.49,-0.43,-0.87,-0.32,0.89,-0.09,0.45,-0.93,-0.04,-0.52,0.21,-0.64,0.68,0.85,-0.94,0.18,-0.93|
0.26,0.97,-0.55,-0.35,-0.41,-0.31,0.9,0.92,-0.78,-0.79,-0.77,-0.13,0.26,-0.26,-0.53,0.98,-0.7,0.85,-0.43,-0.59,-0.48,0.01,0.56,0.26,0.33,0.62,0.86,0.1,0.82,0.71,-0.82,-0.28,-0.9,0.21,-0.35,-0.94,0.86,-0.07,-0.22,-0.32,-0.86,0.57,-0.97,-0.69,0.63,0.99,0.83,0.69,0.47,0.49|
0.24,0.69,-0.96,0.19,0.77,0.71,0.97,0.89,0.85,-0.38,0.39,-0.96,-0.86,0.26,0.81,-0.77,0.69,0.56,0.35,0.0,-0.92,-0.03,-0.71,0.84,-0.84,-0.66,0.6,0.54,0.89,0.86,-0.39,0.6,0.63,-0.21,-0.44,-0.52,-0.2,0.46,-1.0,0.61,-0.05,0.94,-0.01,0.88,0.33,0.46,0.71,-0.61,-0.76,-0.94|
0.77,-0.25,0.7,-0.28,0.43,0.36,-0.15,-0.53,-0.96,0.28,-0.4,-0.78,-0.59,0.78,-0.49,0.39,-0.92,-0.77,0.54,0.71,0.43,0.87,-0.26,-0.23,0.98,-0.11,0.72,0.6,-0.1,0.54,-0.06,0.22,0.4,-0.68,0.06,0.21,0.41,-0.38,-0.47,0.81,0.61,0.84,0.93,-0.99,0.25,0.51,0.46,0.16,0.68,-0.54|
0.81,-0.5,0.91,0.61,0.16,-0.46,0.39,-1.0,0.88,-0.08,-0.98,0.63,0.04,-0.16,-0.55,0.68,0.62,0.59,0.87,-0.02,0.25,-0.31,-0.12,-0.86,0.31,-0.64,0.35,-0.87,0.5,0.67,0.51,0.15,-0.16,0.11,0.34,-0.37,-0.15,-0.07,-0.15,0.63,0.09,-0.08,-0.94,0.41,0.87,-0.91,-0.67,0.48,-0.16,0.94|
0.6,0.24,-0.91,0.29,-0.97,-0.92,0.37,-0.72,0.91,0.02,0.55,-0.47,0.06,-0.21,-0.38,-0.3,-0.76,-0.88,0.72,-0.27,-0.32,0.42,0.06,0.44,-0.76,-0.73,-0.69,-0.71,-0.43,0.14,0.88,-0.81,0.34,-0.23,0.45,-0.04,-0.36,0.38,-0.47,-0.58,0.24,-0.06,-0.26,-0.26,0.81,0.15,0.22,0.8,-0.12,0.41|
0.45,-0.9,0.99,0.5,0.32,0.8,-0.25,-0.32,-0.2,0.51,0.87,0.15,-0.64,0.15,-0.56,0.37,0.53,-0.16,0.39,-0.26,-0.12,0.0,0.97,0.13,-0.94,0.48,0.5,-0.43,-0.95,0.76,0.32,-0.13,0.79,-0.9,-0.81,0.35,0.24,-0.44,-0.84,0.37,0.28,-0.85,0.41,-0.42,-0.18,-0.04,-0.55,0.15,0.12,-0.95|
0.04,-0.42,0.61,0.76,0.61,-0.51,0.03,0.11,-0.24,-0.39,-0.04,-0.59,-0.39,-0.14,0.1,0.25,0.14,0.47,-0.73,-0.74,-0.57,0.06,-0.29,0.48,-0.51,-0.08,-0.92,0.56,-0.64,0.95,-0.19,0.99,0.69,0.51,0.15,-0.54,0.28,0.01,0.22,0.28,0.42,0.5,-0.77,-0.19,-0.37,-0.55,0.18,0.57,0.76,0.2|
0.32,-0.87,0.89,0.21,0.21,-0.81,0.08,0.1,0.44,-0.51,-0.31,-0.71,-0.15,0.02,0.93,-0.31,0.52,0.7,0.52,-0.16,-0.28,-0.93,-0.92,-0.99,0.65,0.86,0.52,-0.74,-0.03,0.51,-0.97,0.29,-0.38,0.84,-0.2,0.75,0.89,-0.2,-0.9,0.39,0.49,0.11,0.76,-0.68,-0.6,-0.9,0.07,-0.57,-0.85,-0.68|
0.4,0.24,0.71,0.01,-0.07,-0.07,-0.38,0.19,0.74,0.34,0.41,-0.36,0.91,0.03,-0.38,0.57,-0.39,-0.93,0.4,-0.82,0.72,0.06,0.93,-0.77,0.08,0.51,0.34,-0.91,0.62,0.17,0.66,0.88,-0.33,-0.17,-0.86,0.59,-0.53,-0.55,0.42,-0.62,0.49,0.39,-0.71,-0.21,0.98,-0.01,0.02,0.12,0.49,0.08|
-0.71,0.05,-0.73,1.0,0.0,-0.08,0.09,0.72,-0.47,0.27,0.24,0.34,0.39,0.62,-0.46,0.65,-0.33,-0.01,-0.31,-0.46,-0.19,0.03,0.91,-0.4,-0.55,-0.24,0.08,0.17,-0.69,0.72,-0.24,-0.5,0.61,0.96,0.34,0.08,-0.15,0.81,-0.19,-0.32,0.09,0.59,0.37,0.06,0.66,0.9,0.3,0.45,0.4,0.15|
0.59,0.59,-0.71,-0.22,-0.62,0.81,-0.02,0.87,-0.47,0.37,-0.51,0.71,0.59,0.56,-0.33,0.28,0.2,-0.29,0.27,-0.91,0.89,-0.81,0.34,0.05,-0.41,-0.85,-0.29,0.93,-0.02,0.14,0.86,-0.77,-0.79,-0.14,0.62,0.54,-0.41,-0.86,-0.32,-0.22,-0.93,0.48,0.9,-0.67,-0.6,-0.49,-0.89,0.93,0.44,-0.21|
-0.12,0.99,0.06,-0.46,0.96,-0.14,0.3,0.9,-0.61,0.96,-0.31,0.5,-0.36,0.07,-0.75,-0.48,0.54,-0.48,-0.5,-0.36,0.93,-0.71,0.39,-0.17,0.83,-0.57,-0.55,-0.49,-0.75,-0.78,-0.68,0.29,0.03,0.85,0.16,0.91,0.22,0.75,-0.31,0.57,-0.94,-0.56,-0.77,-0.71,-0.64,-0.91,-0.67,-0.77,1.0,-0.09|
